ds,yhat,yhat_lower,yhat_upper
2024-08-22,7217.459332296601,7092.10669165788,7344.667507527894
2024-08-23,7237.289982030628,7107.058139766854,7371.332791689628
2024-08-26,7234.241056915579,7096.0940415432,7364.339967575739
2024-08-27,7261.801218352384,7134.084054163823,7389.846293533496
2024-08-28,7282.328890341713,7149.6393106190835,7414.081256136968
2024-08-29,7288.126608924624,7157.972546561376,7421.256383272025
2024-08-30,7308.126705679531,7177.647224339883,7439.403464828318
2024-09-03,7333.315730084621,7195.86685507184,7467.578127932653
2024-09-04,7354.012849094845,7222.691230671175,7481.678605486192
2024-09-05,7359.980014698512,7231.905118745085,7488.649615778686
2024-09-06,7379.980111453417,7254.891304547168,7516.788147438321
2024-09-09,7377.439527400842,7253.468720794336,7506.754781654699
2024-09-10,7405.169135858532,7275.703891204516,7536.194530831113
2024-09-11,7425.912326777464,7293.952330707592,7558.74393176546
2024-09-12,7431.925564289929,7288.905613628906,7561.95529865688
2024-09-13,7451.971732953551,7320.8271278703005,7584.333417387613
2024-09-16,7449.569364627233,7312.527964323879,7575.929629934601
2024-09-17,7477.3450449937245,7339.431457195984,7601.521113368036
2024-09-18,7498.088235912605,7368.798982785391,7637.589268398614
2024-09-19,7504.101473580364,7374.377879372986,7635.239910875616
2024-09-20,7524.147642399233,7386.015676206562,7651.366357546983
2024-09-23,7521.745274538717,7389.061741885637,7656.482577283547
2024-09-24,7549.520955060453,7418.628103785328,7681.384247393311
2024-09-25,7570.26414613456,7439.872171940353,7697.965917813093
2024-09-26,7576.277383802239,7437.626746141502,7718.657807031704
2024-09-27,7596.323552734071,7465.422731939295,7735.933199203229
2024-09-30,7593.921185212129,7459.014767094468,7729.917027474442
2024-10-01,7621.696865846771,7481.733981075268,7748.893447763862
2024-10-02,7642.44005703376,7508.644818073166,7768.5214620116185
2024-10-03,7648.453294814329,7520.83494323868,7780.083248217377
2024-10-04,7668.499463746075,7539.95631372395,7791.338145323206
2024-10-07,7666.097096224197,7535.173924068395,7798.492555021042
2024-10-08,7693.872776908303,7566.831422308882,7829.308766899368
2024-10-09,7714.615968144742,7581.34659546829,7839.5620374043365
2024-10-10,7720.629205974766,7582.453861842774,7850.012790070101
2024-10-11,7740.675374955975,7608.959591472086,7866.0328357326325
2024-10-14,7738.273007582485,7601.255662793703,7869.078459664396
2024-10-15,7766.048688266535,7639.286825582717,7893.536278173795
2024-10-16,7786.7916081814665,7660.989840707881,7924.063212270179
2024-10-17,7792.804574689907,7660.608344439783,7928.044880674546
2024-10-18,7812.850472349545,7687.070791040413,7939.634465798059
2024-10-21,7810.4472910111745,7678.456872841612,7928.873997187086
2024-10-22,7838.222700373637,7704.890302961446,7970.768343639165
2024-10-23,7858.965620288527,7722.877221059472,7981.788828561053
2024-10-24,7864.978586796983,7741.591753944308,8002.875539882798
2024-10-25,7872.491915824609,7748.884345242593,8001.379167382102
2024-10-28,7832.491028590191,7700.723113465754,7972.812453793803
2024-10-29,7847.733869320673,7711.44336191077,7977.674563939913
2024-10-30,7855.9442206036065,7714.898772129377,7986.832303932859
2024-10-31,7849.424618480001,7729.886295597989,7978.4003409172865
2024-11-01,7856.937947507637,7725.989851382691,8002.224079770925
2024-11-04,7802.447113081192,7663.475110692972,7930.4012414593335
2024-11-05,7812.859971414305,7666.6856563562915,7941.950327119863
2024-11-06,7816.240340299917,7687.689057380051,7953.343574030072
2024-11-07,7804.890755778996,7671.200846543161,7940.2182251810655
2024-11-08,7807.574102409262,7680.051528429036,7946.030813036025
2024-11-11,7753.083267982928,7618.958077450719,7882.540782711348
2024-11-12,7763.496127706047,7627.842125819327,7889.577236828645
2024-11-13,7766.876497981745,7640.0770199679755,7901.193701401546
2024-11-14,7755.52691485098,7628.661485858036,7891.955574721927
2024-11-15,7758.210262871326,7629.092778709183,7893.743803613016
2024-11-18,7703.719432615233,7573.373994993611,7846.110151969392
2024-11-19,7714.132292338403,7583.650314715777,7828.794420951931
2024-11-20,7717.512662614072,7582.907734997915,7846.132005165056
2024-11-21,7708.423586580864,7579.476857445022,7839.611354626565
2024-11-22,7713.367441698945,7577.342074283341,7848.1069442218295
2024-11-25,7665.658132735742,7537.87108590561,7801.156209662588
2024-11-26,7678.331499556568,7545.353650116305,7814.466752848541
2024-11-27,7683.972376929815,7553.727410624232,7812.455483408808
2024-11-29,7679.827156014769,7547.975303463677,7810.609484613094
2024-12-02,7671.0826201038935,7543.50043569654,7805.711123421782
2024-12-03,7696.744244608771,7554.80597471868,7829.136231015459
2024-12-04,7715.373379666172,7584.161098757129,7839.8215893922215
2024-12-05,7719.272561317052,7583.088693411335,7847.972367551741
2024-12-06,7737.20467411924,7597.582829018308,7873.8114569895815
2024-12-09,7728.460138208357,7602.8994910795345,7860.192850395144
2024-12-10,7754.121762713268,7622.064569219252,7879.87949735502
2024-12-11,7772.7508977706275,7637.278316447488,7904.49760668502
2024-12-12,7776.650079421575,7650.403464032604,7907.01398867942
2024-12-13,7794.582192223675,7674.962720677357,7921.91269538576
2024-12-16,7785.837656312858,7649.315387578206,7924.643736917955
2024-12-17,7811.499280817803,7679.713260105589,7942.31809769855
2024-12-18,7830.128415875131,7689.7252659620735,7965.244104152684
2024-12-19,7834.027597526098,7708.698234945191,7968.775292706259
2024-12-20,7851.959710328145,7712.486230179919,7983.469126305439
2024-12-23,7843.2151744173225,7703.951714142829,7976.322882553082
2024-12-24,7868.876798922211,7727.037633117354,7999.968432806202
2024-12-26,7891.40511563052,7760.286863687112,8014.806943871371
2024-12-27,7909.3372284327015,7773.269554510128,8043.983535954433
2024-12-30,7900.592692521786,7763.75572482569,8024.308497221399
2024-12-31,7926.2543170267445,7794.750816552065,8054.960764887544
2025-01-02,7948.782633735043,7821.6664118238305,8087.381916694411
2025-01-03,7966.714746537172,7839.0205303532475,8088.0803561725925
2025-01-06,7957.970210626286,7827.529718502384,8086.470511634902
2025-01-07,7983.631835131207,7854.643342890328,8112.096240182661
2025-01-08,8002.260970188624,7869.822321795281,8132.556501446687
2025-01-09,8006.160151839548,7871.249979236441,8141.099655363236
2025-01-10,8024.092264641644,7890.362992019771,8167.373550747359
2025-01-13,8015.347728730751,7881.995972841028,8159.577944170323
2025-01-14,8041.0093532357405,7905.42275026285,8176.0333255546
2025-01-15,8059.638488293129,7922.854631360154,8195.360818648162
2025-01-16,8063.537669944071,7933.111779192553,8191.6199971063525
2025-01-17,8081.4697827462,7949.278060340133,8213.879545191581
2025-01-21,8098.3868713402735,7969.678965931255,8232.557724504455
2025-01-22,8117.0160063975845,7980.479277394574,8236.54508634696
2025-01-23,8120.915188048542,7985.692522820005,8246.596972823905
2025-01-24,8138.84730085067,7995.897290877395,8275.58255734062
2025-01-27,8130.10276493976,7999.321776424106,8267.54813106766
2025-01-28,8155.764389444734,8031.0043432168795,8287.848357114748
2025-01-29,8174.3935245021385,8040.93319605544,8305.261740468006
2025-01-30,8178.292706153015,8042.571888462952,8303.040638550909
2025-01-31,8196.224818955106,8054.861300996319,8334.501112113454
2025-02-01,8214.429377679166,8086.411107678426,8352.53563639718
2025-02-02,8222.626158732324,8093.691052723641,8349.272809183783
2025-02-03,8187.480283044243,8057.452424398296,8322.600623881992
2025-02-04,8213.14190754918,8084.8802897457745,8356.537826299225
2025-02-05,8231.771042606573,8103.728047722579,8368.371365540952
2025-02-06,8235.670224257488,8116.82347870031,8365.696935754508
2025-02-07,8253.602337059578,8123.923039521885,8393.673869009717
2025-02-08,8271.806895783684,8138.359241141623,8405.227993686249
2025-02-09,8280.003676836797,8140.903673084478,8406.53053719098
2025-02-10,8244.857801148724,8098.572286072767,8373.614216590451
2025-02-11,8270.519425653642,8140.381770920535,8414.469121721533
2025-02-12,8289.148560711079,8144.917192325384,8430.196584264704
2025-02-13,8293.04774236201,8160.731866424841,8419.4555184043
2025-02-14,8310.97985516409,8177.840418957547,8450.460456912342
2025-02-15,8329.1844138882,8191.557142240088,8466.170260121862
2025-02-16,8337.38119494139,8198.212484487854,8471.499496918676
2025-02-17,8302.235319253206,8160.85731535872,8436.54624356349
2025-02-18,8327.896943758176,8191.421887933029,8470.675063351058
2025-02-19,8346.526078815534,8214.677361352924,8481.3104457682
2025-02-20,8350.425260466433,8215.757799741894,8483.930402531785
2025-02-21,8368.357373268569,8225.543173888569,8516.474372602785
2025-02-22,8386.561931992665,8237.452025767607,8527.418694589163
2025-02-23,8394.758713045856,8242.76854826671,8549.8630613162
2025-02-24,8359.612837357672,8214.566087552597,8505.5504925798
2025-02-25,8385.274461862673,8237.30750726629,8524.575134937957
2025-02-26,8403.903596919989,8252.21606544277,8555.425447011434
2025-02-27,8407.802778570987,8253.182828191118,8563.271051247848
2025-02-28,8425.734891373082,8269.925792655278,8579.935727645117
2025-03-01,8443.939450097181,8276.786560224475,8598.112395957725
2025-03-02,8452.13623115032,8302.914505280334,8618.10452172548
2025-03-03,8416.990355462234,8256.455065049535,8586.428015573483
2025-03-04,8442.65197996708,8269.956264864133,8611.770808228575
2025-03-05,8461.281115024543,8305.596563324267,8630.68557939281
2025-03-06,8465.180296675459,8310.170412349873,8632.43013873909
2025-03-07,8483.112409477551,8292.373990882366,8654.972855552583
2025-03-08,8501.316968201672,8340.154037087776,8687.283482039133
2025-03-09,8509.513749254782,8337.988273495674,8693.205596688893
2025-03-10,8474.3678735667,8285.708236221057,8667.464119787468
2025-03-11,8500.029498071579,8323.78859901644,8705.192615549799
2025-03-12,8518.658633128998,8349.436908891466,8721.297966264783
2025-03-13,8522.557814779982,8346.979389972646,8721.921944548643
2025-03-14,8540.489927582066,8345.509129211787,8742.057023738073
2025-03-15,8558.694486306124,8356.027441945605,8761.016739883495
2025-03-16,8566.891267359251,8367.680128819467,8768.55643720763
2025-03-17,8531.7453916712,8323.265470950202,8741.118947843972
2025-03-18,8557.407016176112,8363.428887533371,8783.22207263566
2025-03-19,8576.036151233502,8358.545050548322,8793.208475573203
2025-03-20,8579.935332884437,8360.82773799157,8808.131847420265
2025-03-21,8597.867445686537,8365.69633562916,8826.407063790492
2025-03-22,8616.072004410615,8395.212982635145,8850.701713631173
2025-03-23,8624.268785463715,8393.446990373252,8856.571556315628
2025-03-24,8589.122909775664,8369.540635972171,8840.120709414432
2025-03-25,8614.78453428061,8370.466985709616,8882.241417981611
2025-03-26,8633.413669337988,8389.136143449248,8891.330316821008
2025-03-27,8637.312850988908,8380.003929291719,8892.164989415818
2025-03-28,8655.244963791092,8411.883808559958,8916.967036360134
2025-03-29,8673.449522515131,8440.315171491124,8944.32531423049
2025-03-30,8681.646303568183,8424.90078940456,8961.05246594046
2025-03-31,8646.500427880208,8374.647113054521,8943.632956419677
2025-04-01,8672.162052385145,8415.903896911077,8969.167523492933
2025-04-02,8690.791187442492,8424.70516523237,8992.338771312998
2025-04-03,8694.69036909338,8414.53478022145,8988.69369206268
2025-04-04,8712.622481895562,8416.013006774067,9003.815655073644
2025-04-05,8730.827040619622,8447.169588756433,9027.494204119876
2025-04-06,8739.023821672778,8464.365945545846,9062.415515270399
2025-04-07,8703.877945984692,8394.685476312941,9020.016860791948
2025-04-08,8729.539570489604,8420.922041251495,9072.096469615028
2025-04-09,8748.168705546947,8432.622960629533,9085.417405636375
2025-04-10,8752.067887197903,8433.221016194291,9083.470183512687
2025-04-11,8770.0,8449.993975881414,9111.56254844725
2025-04-12,8788.20455872414,8473.826829767422,9139.566705741177
2025-04-13,8796.401339777247,8466.784797579905,9148.771419918457
2025-04-14,8761.255464089174,8407.83290101924,9125.604931393733
2025-04-15,8786.917088594138,8443.203568395578,9172.739081355836
2025-04-16,8805.54622365148,8454.193256891293,9187.076923142864
2025-04-17,8809.445405302426,8462.671659145242,9205.967090669646
2025-04-18,8827.377518104513,8478.592120367834,9223.284824404696
2025-04-19,8845.582076828603,8493.555169845858,9249.728249719812
2025-04-20,8853.778857881713,8486.306829876603,9258.698701260731
2025-04-21,8818.632982193636,8442.999580887203,9240.13930830379
2025-04-22,8844.294606698548,8457.94662671011,9269.43864944792
2025-04-23,8862.923741755934,8477.565432605717,9297.482295099406
2025-04-24,8866.8229234069,8485.565794736796,9297.861231474666
2025-04-25,8884.755036209028,8468.64863316252,9342.388440266646
2025-04-26,8902.95959493312,8488.400390410961,9356.896732100144
2025-04-27,8911.15637598631,8480.382193049414,9395.211560765745
2025-04-28,8876.010500298102,8435.400392874988,9367.646395965196
2025-04-29,8901.672124803044,8477.482373380686,9386.14635413266
2025-04-30,8920.301259860486,8508.982057994932,9425.013851574788
2025-05-01,8924.200441511372,8485.186604404196,9419.123692726225
2025-05-02,8942.132554313497,8465.900102779895,9452.869849679364
2025-05-03,8960.337113037545,8511.374760618159,9483.86644551991
2025-05-04,8968.533894090773,8500.679476172272,9469.41319762147
2025-05-05,8933.388018402584,8463.63168895755,9462.15930891774
2025-05-06,8959.049642907543,8457.050897777353,9492.149251464109
2025-05-07,8977.678777964944,8487.94790944228,9531.043576729218
2025-05-08,8981.577959615875,8491.340221903389,9536.203972845675
2025-05-09,8999.510072417968,8482.892729594363,9585.02019164955
2025-05-10,9017.714631142064,8501.152164696507,9596.75119734177
2025-05-11,9025.911412195244,8513.95710758344,9590.3191361714
2025-05-12,8990.765536507066,8470.801610475184,9566.78231825182
2025-05-13,9016.427161012078,8477.097825569419,9617.447843720183
2025-05-14,9035.056296069448,8474.306888754583,9624.443025786302
2025-05-15,9038.955477720398,8489.5700565172,9633.621230673913
2025-05-16,9056.887590522481,8500.725550926545,9681.78283569492
2025-05-17,9075.092149246553,8500.95050073641,9692.448902645056
2025-05-18,9083.288930299708,8497.506358269668,9727.957358435739
2025-05-19,9048.143054611613,8486.5393809997,9674.814913755283
2025-05-20,9073.804679116447,8473.573254710582,9720.945399885999
2025-05-21,9092.433814173903,8485.386513210493,9728.877320180536
2025-05-22,9096.33299582482,8483.008412307869,9762.4997495631
2025-05-23,9114.265108626996,8489.533284851015,9778.573722112613
2025-05-24,9132.469667351008,8535.384360638334,9815.146555302172
2025-05-25,9140.666448404174,8497.891227277754,9836.255092538027
2025-05-26,9105.520572716076,8485.476263784823,9789.272603532518
2025-05-27,9131.182197220982,8481.214779015074,9847.451715339346
2025-05-28,9149.811332278408,8514.577553672534,9874.837496114496
2025-05-29,9153.710513929342,8513.37044204849,9878.255711333277
2025-05-30,9171.642626731473,8500.361011527326,9915.735173609792
2025-05-31,9189.8471854555,8503.480722156748,9930.376801649001
2025-06-01,9198.043966508636,8506.522011395751,9954.514218002774
2025-06-02,9162.898090820576,8477.253660002787,9941.68554383385
2025-06-03,9188.559715325444,8491.098849139453,9974.488769754184
2025-06-04,9207.188850382894,8504.786713491701,10003.939855268132
2025-06-05,9211.088032033816,8491.318183025129,9988.374796287979
2025-06-06,9229.020144835946,8501.545418461035,10025.97477377031
2025-06-07,9247.224703560016,8536.807068722324,10055.262620703048
2025-06-08,9255.421484613104,8524.995393153444,10063.834775595336
2025-06-09,9220.275608925042,8480.44016532286,10037.064015691216
2025-06-10,9245.937233429977,8480.83751041931,10055.551529691347
2025-06-11,9264.566368487396,8504.17603556227,10100.919413818463
2025-06-12,9268.465550138337,8485.020597710702,10099.837610732478
2025-06-13,9286.397662940457,8494.240653407509,10134.82401502338
2025-06-14,9304.602221664478,8509.044154200194,10164.514395099912
2025-06-15,9312.7990027177,8523.843991908243,10185.882782106488
2025-06-16,9277.653127029604,8465.445328874135,10192.005284229292
2025-06-17,9303.314751534512,8466.070851200457,10174.083270667676
2025-06-18,9321.943886591853,8458.522779832585,10224.246476361557
2025-06-19,9325.84306824281,8459.363048039038,10228.391733174027
2025-06-20,9343.775181044848,8474.19014000088,10247.379784610037
2025-06-21,9361.979739768994,8504.902108095275,10267.568792241555
2025-06-22,9370.176520822168,8495.011977203289,10292.267231361957
2025-06-23,9335.030645134068,8462.606284624055,10275.920052148842
2025-06-24,9360.69226963901,8458.614846434577,10334.978669074171
2025-06-25,9379.321404696406,8449.87737034747,10320.913223652577
2025-06-26,9383.220586347312,8460.545578754483,10334.89000600148
2025-06-27,9401.152699149407,8436.619396331222,10370.7635646447
2025-06-28,9419.357257873511,8470.046955982858,10401.729066309877
2025-06-29,9427.554038926632,8504.233722813018,10431.159047551171
2025-06-30,9392.408163238551,8444.366834189914,10422.89652272264
2025-07-01,9418.069787743454,8471.605065794802,10434.734685945145
2025-07-02,9436.69892280086,8460.275995868082,10444.227639365663
2025-07-03,9440.598104451736,8458.115121885841,10492.960442872403
2025-07-04,9458.530217253876,8427.8112972987,10522.294151650149
2025-07-05,9476.734775978004,8468.969318478088,10482.17071756196
2025-07-06,9484.931557031105,8452.64322942304,10536.219318808811
2025-07-07,9449.785681343032,8399.094352389557,10526.94655500448
2025-07-08,9475.447305847913,8409.9391924105,10555.685333479158
2025-07-09,9494.076440905317,8435.061127550192,10609.2575900606
2025-07-10,9497.97562255626,8452.862795830582,10611.26468595394
2025-07-11,9515.90773535839,8429.279611743545,10653.429947488745
2025-07-12,9534.11229408248,8463.230251244791,10665.712484533718
2025-07-13,9542.309075135694,8441.917548343326,10696.10366222658
2025-07-14,9507.163199447514,8406.903685245734,10651.780569258763
2025-07-15,9532.824823952447,8408.23862431641,10721.455426187804
2025-07-16,9551.453959009823,8383.631109170288,10714.602910785872
2025-07-17,9555.353140660765,8422.044456785168,10747.79744165853
2025-07-18,9573.285253462904,8440.585552873019,10760.734739834652
2025-07-19,9591.489812186945,8418.254514899863,10796.811482354844
2025-07-20,9599.686593240165,8442.08441554619,10835.78143136084
2025-07-21,9564.540717551978,8375.089367174889,10833.371634852512
2025-07-22,9590.202342056944,8361.772448100795,10842.923608006624
2025-07-23,9608.831477114256,8395.73513470712,10820.709276754322
2025-07-24,9612.730658765287,8369.86068116522,10888.6608148406
2025-07-25,9630.662771567417,8448.321854034284,10899.621832615036
2025-07-26,9648.867330291461,8462.311744871007,10948.8485938919
2025-07-27,9657.064111344629,8378.086842262686,10949.531627844726
2025-07-28,9621.918235656527,8373.573953185483,10956.41674421176
2025-07-29,9647.579860161444,8362.911491514606,10984.46431321972
2025-07-30,9666.20899521886,8379.469481229993,11010.137783573204
2025-07-31,9670.10817686971,8340.969772648361,11049.60789628062
2025-08-01,9688.04028967189,8378.577970362005,11038.505578924556
2025-08-02,9706.244848395952,8412.824870133698,11104.329891354992
2025-08-03,9714.441629449091,8379.367114022825,11103.704737195554
2025-08-04,9679.29575376099,8357.40114660869,11090.584949967248
2025-08-05,9704.95737826594,8390.970685561892,11104.991988356947
2025-08-06,9723.586513323315,8377.388468532901,11161.799831791725
2025-08-07,9727.48569497423,8367.76980152674,11183.039641990716
2025-08-08,9745.417807776326,8366.358155619602,11189.019136349549
2025-08-09,9763.622366500442,8363.296229421201,11231.57217015103
2025-08-10,9771.819147553564,8363.159636862938,11245.659855560392
2025-08-11,9736.673271865491,8349.362472565706,11197.101220534416
2025-08-12,9762.334896370474,8334.987435610388,11220.653393210874
2025-08-13,9780.964031427799,8347.8064892158,11285.957459930196
2025-08-14,9784.863213078754,8365.163418013966,11292.020144865819
2025-08-15,9802.795325880796,8363.386439664873,11281.246777508579
2025-08-16,9820.999884604893,8398.727715228377,11367.044298382825
2025-08-17,9829.196665658024,8321.918221504979,11381.52542378708
2025-08-18,9794.050789969953,8310.708637394324,11360.534959940207
2025-08-19,9819.712414474883,8337.487937557984,11425.37946678753
2025-08-20,9838.341549532255,8355.77437606324,11466.652550042296
2025-08-21,9842.240731183176,8343.266922439352,11432.830328693777
2025-08-22,9860.172843985354,8365.25494761351,11480.585014301083
2025-08-23,9878.377402709386,8320.67684062062,11523.24555239958
2025-08-24,9886.574183762621,8315.96259168633,11536.00713850322
2025-08-25,9851.428308074419,8279.806692345364,11502.138504599425
2025-08-26,9877.089932579383,8304.375584851345,11543.525767559393
2025-08-27,9895.719067636757,8307.28733381864,11589.26904833119
2025-08-28,9899.6182492877,8293.998553316847,11608.386824048279
2025-08-29,9917.550362089823,8297.220176599458,11618.83989869228
2025-08-30,9935.754920813875,8300.976601996277,11693.493608071421
2025-08-31,9943.951701867083,8283.843183615754,11660.558855567037
2025-09-01,9908.80582617892,8234.697786826548,11653.801415636803
2025-09-02,9934.467450683842,8265.324529089756,11702.861659627604
2025-09-03,9953.096585741265,8241.761858720685,11701.030777100963
2025-09-04,9956.995767392204,8240.542160929017,11764.280771749829
2025-09-05,9974.927880194293,8297.344185125228,11781.193172899657
2025-09-06,9993.132438918394,8312.212851144783,11841.189752540218
2025-09-07,10001.329219971549,8304.903652075605,11802.363297626727
2025-09-08,9966.183344283381,8218.527754045348,11762.83333964268
2025-09-09,9991.84496878829,8248.752921510004,11782.446183320224
2025-09-10,10010.474103845767,8233.631153493006,11894.30084636816
2025-09-11,10014.373285496726,8247.481727040209,11877.757152684471
2025-09-12,10032.305398298771,8258.00703490533,11929.2463932474
2025-09-13,10050.50995702286,8229.048802232921,11981.993781479903
2025-09-14,10058.70673807602,8260.185744981227,11994.800493024557
2025-09-15,10023.560862387929,8186.237104168939,11975.581394265379
2025-09-16,10049.222486892786,8230.492474704823,12012.426626314907
2025-09-17,10067.851621950222,8193.048902846735,11966.892312217318
2025-09-18,10071.750803601197,8189.152585097866,12055.771262339149
2025-09-19,10089.68291640324,8187.448066482423,12074.985383593457
2025-09-20,10107.887475127338,8213.302416777586,12057.48055668971
2025-09-21,10116.084256180488,8177.736697780443,12120.829911827524
2025-09-22,10080.938380492391,8209.026375913365,12048.223697418462
2025-09-23,10106.600004997319,8200.27199458202,12151.5226627317
2025-09-24,10125.229140054777,8147.425522300302,12173.42024960534
2025-09-25,10129.12832170567,8155.723220228435,12139.420417845617
2025-09-26,10147.060434507797,8173.48761072483,12151.47570110968
2025-09-27,10165.264993231829,8186.926261626745,12246.046813064311
2025-09-28,10173.461774284948,8195.238985849728,12300.294829927716
2025-09-29,10138.315898596893,8107.198337512549,12247.520828567729
2025-09-30,10163.97752310185,8130.453826663705,12257.385629529326
2025-10-01,10182.606658159211,8152.202286202369,12264.673592734569
2025-10-02,10186.505839810143,8155.2266471856765,12340.528375198794
2025-10-03,10204.43795261227,8121.05490206246,12343.82324837227
2025-10-04,10222.642511336346,8146.854076208981,12395.977381400411
